user_id,created_at,last_seen_at,email,acquisition_source,subscription_plan,plan_status,device_type,plan_start_date,plan_end_date,gender,age_group,age,campaign_id,utm_source,utm_campaign
usr_b899d81b11b6,2025-06-04 16:56:18,2025-07-18 19:39:00,doyun32@example.com,facebook_ads,monthly_pro,active,ios,2025-06-19,,M,50s,55,cmp_003,google,sem24
usr_bd95c232ccdc,2025-06-04 23:39:38,2025-07-21 05:03:00,agim@example.com,facebook_ads,annual_pro,active,ios,2025-06-16,,M,40s,41,cmp_003,google,sem24
usr_847ef4c1fa81,2025-06-04 04:35:28,2025-07-21 08:19:00,gimminjae@example.net,referral,monthly_pro,active,web,2025-06-12,,F,20s,29,cmp_002,referral,ref_buddy
usr_2f7af31a4365,2025-06-04 04:46:40,2025-06-13 17:33:00,yuneunseo@example.com,facebook_ads,none,none,android,,,M,30s,32,cmp_001,facebook,spring24
usr_a24ca5bb033a,2025-06-04 20:19:33,2025-07-20 11:59:00,ijeongnam@example.net,direct,none,none,web,,,M,60s,91,cmp_003,google,sem24
usr_32012200712d,2025-06-04 15:45:17,2025-07-21 00:39:00,junho19@example.net,facebook_ads,monthly_basic,active,web,2025-06-30,,M,60s,109,cmp_003,google,sem24
usr_539558bb494d,2025-06-04 13:04:51,2025-06-12 23:11:00,ihaeun@example.com,facebook_ads,none,none,android,,,M,40s,40,cmp_003,google,sem24
usr_76cf32c47cc0,2025-06-04 13:05:48,2025-06-16 04:17:00,iyeongceol@example.net,organic,none,none,ios,,,M,20s,25,cmp_001,facebook,spring24
usr_6439509cab21,2025-06-04 05:42:12,2025-06-17 17:05:00,seoyeonmun@example.com,organic,none,none,android,,,M,10s,13,cmp_003,google,sem24
usr_83db4a86ecd5,2025-06-04 10:45:03,2025-06-16 20:25:00,gangjiu@example.org,facebook_ads,none,none,ios,,,F,20s,27,cmp_003,google,sem24
usr_9e4055379716,2025-06-04 10:59:32,2025-06-13 22:56:00,sumini@example.com,direct,none,none,web,,,M,30s,32,cmp_003,google,sem24
usr_65494f81052d,2025-06-04 00:36:51,2025-07-21 18:38:00,minji00@example.org,facebook_ads,annual_basic,active,ios,2025-06-13,,F,40s,49,cmp_003,google,sem24
usr_06ac01cd884e,2025-06-04 09:58:33,2025-06-15 08:24:00,jongsuheo@example.net,facebook_ads,none,none,ios,,,M,10s,10,cmp_002,referral,ref_buddy
usr_991152919079,2025-06-04 10:56:38,2025-06-24 06:24:00,jiyeongsu@example.com,facebook_ads,none,none,android,,,F,10s,18,cmp_002,referral,ref_buddy
usr_9143d84af99a,2025-06-04 12:23:24,2025-06-17 07:43:00,uno@example.net,organic,none,none,web,,,F,60s,113,cmp_003,google,sem24
usr_9075183be3c3,2025-06-04 07:38:34,2025-06-15 10:29:00,lhan@example.com,organic,none,none,web,,,F,30s,38,cmp_002,referral,ref_buddy
usr_0871829013af,2025-06-04 14:08:49,2025-06-19 17:04:00,migyeong37@example.com,organic,none,none,ios,,,M,10s,11,cmp_001,facebook,spring24
usr_2bb4d43d44c6,2025-06-04 20:54:58,2025-07-14 06:31:00,minseogi@example.com,google_cpc,annual_pro,active,android,2025-06-27,,M,30s,31,cmp_001,facebook,spring24
usr_450bf91cf455,2025-06-04 05:27:07,2025-06-15 07:59:00,jihungim@example.org,google_cpc,none,none,ios,,,M,40s,48,cmp_003,google,sem24
usr_f686b9282512,2025-06-04 02:01:49,2025-07-21 13:54:00,fjeong@example.org,facebook_ads,annual_basic,active,ios,2025-06-18,,M,10s,19,cmp_003,google,sem24
usr_be13724c4de4,2025-06-04 02:03:31,2025-07-20 23:32:00,gimhyeonjun@example.org,organic,annual_pro,active,android,2025-06-16,,M,20s,22,cmp_001,facebook,spring24
usr_7a35f9d7c1a4,2025-06-04 23:00:23,2025-06-14 05:34:00,gimjeonghyi@example.org,organic,none,none,android,,,F,30s,38,cmp_003,google,sem24
usr_bab20872f11c,2025-06-04 00:27:09,2025-07-21 16:33:00,junho38@example.com,referral,monthly_basic,active,android,2025-06-13,,F,40s,43,cmp_001,facebook,spring24
usr_ac83d5633ec4,2025-06-04 13:37:55,2025-07-10 05:18:00,jungsubag@example.com,referral,none,none,ios,,,M,50s,58,cmp_001,facebook,spring24
usr_8c9d0571f1b0,2025-06-04 20:41:14,2025-06-14 01:33:00,hbae@example.org,facebook_ads,none,none,ios,,,M,20s,20,cmp_001,facebook,spring24
usr_31ce83eacbc4,2025-06-04 10:06:15,2025-06-14 22:03:00,gimdoyun@example.com,organic,none,none,web,,,M,40s,42,cmp_001,facebook,spring24
usr_c616f412c268,2025-06-04 13:55:21,2025-07-21 03:56:00,jinhoryu@example.org,facebook_ads,none,none,android,,,M,20s,27,cmp_001,facebook,spring24
usr_8dd2605af80e,2025-06-04 05:20:18,2025-06-13 18:13:00,sgim@example.com,google_cpc,none,none,android,,,F,20s,22,cmp_001,facebook,spring24
usr_08428774e943,2025-06-04 18:25:27,2025-07-13 23:49:00,yeweon24@example.net,direct,monthly_pro,active,web,2025-06-21,,F,30s,39,cmp_003,google,sem24
usr_26aa6b8a929a,2025-06-04 19:46:35,2025-07-17 19:05:00,zson@example.org,facebook_ads,monthly_basic,active,android,2025-06-18,,F,30s,38,cmp_002,referral,ref_buddy
usr_7e29145dac0f,2025-06-04 22:47:58,2025-07-20 13:51:00,misug61@example.net,referral,annual_pro,active,ios,2025-06-13,,M,20s,29,cmp_002,referral,ref_buddy
usr_6552067614bc,2025-06-04 17:28:16,2025-06-13 20:51:00,jinhoi@example.org,organic,none,none,android,,,M,20s,27,cmp_003,google,sem24
usr_05291c9606da,2025-06-04 06:27:27,2025-07-10 22:12:00,hyeonjunyun@example.net,referral,annual_basic,active,ios,2025-06-23,,M,30s,32,cmp_003,google,sem24
usr_ad744b6df6fc,2025-06-04 00:10:00,2025-07-19 12:18:00,haeun99@example.net,referral,none,none,android,,,M,20s,28,cmp_003,google,sem24
usr_3e7ab00d7582,2025-06-04 22:03:50,2025-07-21 19:36:00,kgim@example.net,direct,monthly_pro,active,android,2025-06-30,,F,10s,19,cmp_002,referral,ref_buddy
usr_a61faec445b5,2025-06-04 03:24:26,2025-06-15 23:20:00,ujin65@example.org,referral,none,none,android,,,F,10s,10,cmp_003,google,sem24
usr_6185fc5061d4,2025-06-04 04:03:03,2025-06-16 15:14:00,lgim@example.org,organic,none,none,web,,,F,50s,53,cmp_003,google,sem24
usr_1c153ab011bd,2025-06-04 02:43:21,2025-06-14 09:29:00,yujinbag@example.net,organic,none,none,web,,,F,10s,17,cmp_001,facebook,spring24
usr_c45015510b6b,2025-06-04 12:39:21,2025-06-22 04:07:00,coeeunyeong@example.net,facebook_ads,none,none,web,,,M,10s,15,cmp_001,facebook,spring24
usr_bf6d836c5d7f,2025-06-04 17:18:26,2025-06-17 14:37:00,bseo@example.org,organic,none,none,web,,,M,30s,32,cmp_003,google,sem24
usr_1dd7def7e95b,2025-06-04 19:07:50,2025-07-17 15:57:00,jangjeonghyi@example.net,facebook_ads,monthly_basic,active,ios,2025-06-12,,M,60s,115,cmp_003,google,sem24
usr_4dbdab2cbe55,2025-06-04 18:20:26,2025-06-13 17:35:00,seungmin21@example.org,facebook_ads,none,none,web,,,M,40s,45,cmp_002,referral,ref_buddy
usr_5d9170977fb8,2025-06-04 14:54:09,2025-07-19 05:42:00,minseogi@example.net,google_cpc,monthly_basic,active,ios,2025-06-12,,F,60s,85,cmp_002,referral,ref_buddy
usr_fdc69e325ccb,2025-06-04 06:42:49,2025-06-13 15:44:00,jeonghun81@example.org,google_cpc,none,none,android,,,F,30s,34,cmp_002,referral,ref_buddy
usr_718a123898e8,2025-06-04 00:53:28,2025-06-17 00:03:00,yangyeongceol@example.net,google_cpc,none,none,ios,,,M,40s,40,cmp_002,referral,ref_buddy
usr_b72875acb5f4,2025-06-04 02:27:04,2025-07-19 01:40:00,mseong@example.org,google_cpc,annual_basic,active,web,2025-07-08,,M,30s,32,cmp_002,referral,ref_buddy
usr_26759a984a31,2025-06-04 22:53:50,2025-06-19 19:20:00,obag@example.com,google_cpc,none,none,android,,,M,60s,82,cmp_003,google,sem24
usr_2ddf26a786dc,2025-06-04 21:54:00,2025-06-23 13:52:00,caeweonmun@example.net,organic,none,none,web,,,M,40s,48,cmp_003,google,sem24
usr_b729ed10c2f2,2025-06-04 14:49:01,2025-07-03 05:46:00,mi@example.org,organic,annual_basic,active,android,2025-06-17,,M,20s,28,cmp_003,google,sem24
usr_cbc90e47e553,2025-06-04 22:48:10,2025-07-16 16:30:00,dohyeongim@example.com,facebook_ads,monthly_basic,active,android,2025-06-20,,F,50s,51,cmp_002,referral,ref_buddy
usr_aba1d2d5af34,2025-06-04 12:28:06,2025-06-14 00:24:00,wi@example.net,facebook_ads,none,none,ios,,,M,30s,31,cmp_003,google,sem24
usr_903354545c7f,2025-06-04 22:44:40,2025-06-14 14:05:00,sugja60@example.org,referral,none,none,android,,,F,20s,23,cmp_003,google,sem24
usr_cac1b7e97eb8,2025-06-04 22:51:48,2025-07-10 10:29:00,iminjae@example.com,facebook_ads,monthly_pro,active,android,2025-06-18,,F,20s,21,cmp_002,referral,ref_buddy
usr_644444017a50,2025-06-04 03:54:04,2025-07-03 22:19:00,pcoe@example.com,facebook_ads,annual_pro,active,android,2025-06-12,,M,60s,69,cmp_003,google,sem24
usr_71ec0747b5a5,2025-06-04 02:40:38,2025-07-21 01:56:00,yeongil42@example.net,organic,monthly_pro,active,ios,2025-06-14,,M,10s,15,cmp_001,facebook,spring24
usr_21c18c35ae4d,2025-06-04 04:52:32,2025-06-16 01:41:00,mi@example.net,organic,none,none,ios,,,F,20s,25,cmp_003,google,sem24
usr_193f03252479,2025-06-04 10:14:21,2025-07-19 05:21:00,jongsu32@example.com,organic,annual_basic,active,ios,2025-06-13,,M,30s,39,cmp_002,referral,ref_buddy
usr_f097ac1c940d,2025-06-04 00:26:06,2025-07-20 05:38:00,ehwang@example.org,facebook_ads,monthly_pro,active,ios,2025-06-19,,M,30s,32,cmp_001,facebook,spring24
usr_82c79ccb1315,2025-06-04 22:43:07,2025-07-19 07:07:00,seonghuni@example.net,direct,monthly_pro,active,android,2025-07-03,,F,20s,24,cmp_002,referral,ref_buddy
usr_da509f42764d,2025-06-04 12:48:37,2025-06-24 11:26:00,pcoe@example.net,facebook_ads,none,none,android,,,F,20s,29,cmp_001,facebook,spring24
usr_c8b9247a136a,2025-06-04 12:19:08,2025-06-13 22:49:00,yeongsugo@example.net,organic,none,none,ios,,,F,30s,36,cmp_002,referral,ref_buddy
usr_899cae19d111,2025-06-04 18:01:04,2025-06-21 18:47:00,yujin31@example.net,referral,none,none,ios,,,F,40s,46,cmp_002,referral,ref_buddy
usr_ed7d6a5be82b,2025-06-04 08:21:14,2025-06-16 13:33:00,sgim@example.com,facebook_ads,none,none,web,,,M,20s,28,cmp_001,facebook,spring24
usr_5e35c1f4a2d5,2025-06-04 22:13:02,2025-06-21 10:14:00,mbag@example.net,direct,none,none,web,,,M,10s,19,cmp_001,facebook,spring24
usr_e543d877111d,2025-06-04 08:30:12,2025-07-05 14:27:00,ljin@example.com,direct,none,none,web,,,M,30s,39,cmp_002,referral,ref_buddy
usr_dd9b87619a24,2025-06-04 23:30:30,2025-06-24 23:42:00,jiyeonsin@example.com,facebook_ads,none,none,android,,,F,10s,16,cmp_001,facebook,spring24
usr_cce184dc68f2,2025-06-04 21:43:18,2025-06-26 15:58:00,junseoheo@example.org,referral,none,none,ios,,,M,60s,64,cmp_001,facebook,spring24
usr_52885bfb8cb2,2025-06-04 15:47:28,2025-06-15 13:57:00,jaeho39@example.net,organic,none,none,web,,,M,30s,30,cmp_001,facebook,spring24
usr_08ac5e85a9ee,2025-06-04 20:41:11,2025-07-19 23:11:00,ogjago@example.net,organic,annual_basic,active,ios,2025-06-16,,M,10s,15,cmp_003,google,sem24
usr_525301644e23,2025-06-05 21:51:11,2025-06-22 21:43:00,yeonghwanhan@example.org,organic,none,none,web,,,M,30s,37,cmp_003,google,sem24
usr_9f5ec7238015,2025-06-05 11:29:07,2025-06-20 01:49:00,jinhobag@example.org,facebook_ads,none,none,web,,,M,20s,24,cmp_003,google,sem24
usr_c888e11e9559,2025-06-05 15:26:49,2025-06-18 10:13:00,hyang@example.org,google_cpc,none,none,ios,,,F,30s,32,cmp_003,google,sem24
usr_d55e9f2adc65,2025-06-05 02:02:19,2025-06-20 03:55:00,sugjajang@example.org,referral,none,none,android,,,F,50s,55,cmp_003,google,sem24
usr_2fee043bb361,2025-06-05 03:03:13,2025-06-27 11:12:00,sanghun94@example.net,organic,none,none,web,,,F,40s,41,cmp_003,google,sem24
usr_74b97ffe1d2b,2025-06-05 10:08:05,2025-07-16 10:18:00,san@example.net,google_cpc,annual_basic,active,web,2025-06-24,,F,60s,107,cmp_001,facebook,spring24
usr_344c4f3d1321,2025-06-05 06:21:23,2025-06-17 23:10:00,jihunsong@example.net,organic,none,none,android,,,M,10s,11,cmp_002,referral,ref_buddy
usr_c619de655bc1,2025-06-05 02:29:01,2025-07-08 04:16:00,bagboram@example.net,google_cpc,none,none,android,,,F,50s,54,cmp_003,google,sem24
usr_3303713f1893,2025-06-05 07:54:12,2025-07-14 04:12:00,seongsugim@example.net,direct,none,none,ios,,,F,40s,48,cmp_003,google,sem24
usr_f64ddd78c93f,2025-06-05 04:03:13,2025-07-06 12:43:00,misugjang@example.org,google_cpc,annual_basic,active,ios,2025-06-13,,F,40s,49,cmp_002,referral,ref_buddy
usr_8df929d98ead,2025-06-05 06:27:46,2025-06-26 22:19:00,seoyeon48@example.com,organic,none,none,android,,,M,30s,37,cmp_002,referral,ref_buddy
usr_73a727e92054,2025-06-05 17:18:31,2025-07-20 05:17:00,gjo@example.net,google_cpc,monthly_pro,active,android,2025-07-01,,M,60s,66,cmp_001,facebook,spring24
usr_75e7d7127531,2025-06-05 18:44:40,2025-06-16 22:07:00,ebag@example.org,organic,none,none,web,,,M,10s,16,cmp_001,facebook,spring24
usr_b13a7c2d99fa,2025-06-05 19:09:24,2025-06-18 10:17:00,jeongunghong@example.org,google_cpc,none,none,web,,,M,50s,53,cmp_002,referral,ref_buddy
usr_3160f952bae3,2025-06-05 06:28:21,2025-07-21 18:20:00,bagjihun@example.net,facebook_ads,annual_basic,active,web,2025-06-27,,F,10s,10,cmp_002,referral,ref_buddy
usr_fef9b2f11767,2025-06-05 05:13:09,2025-06-22 11:06:00,sunja60@example.org,organic,none,none,ios,,,M,20s,27,cmp_003,google,sem24
usr_483995298dc7,2025-06-05 17:02:03,2025-06-14 19:25:00,yeonghwani@example.com,referral,none,none,android,,,M,60s,104,cmp_002,referral,ref_buddy
usr_c71e66b93d43,2025-06-05 18:09:22,2025-07-07 00:43:00,jeongnam91@example.org,referral,annual_pro,active,android,2025-06-13,,F,60s,107,cmp_003,google,sem24
usr_367e128fc80d,2025-06-05 04:07:43,2025-07-17 15:11:00,sanghobag@example.com,referral,monthly_pro,active,web,2025-06-15,,F,20s,24,cmp_002,referral,ref_buddy
usr_e6e778be9a23,2025-06-05 22:38:07,2025-06-20 00:40:00,hyejinhan@example.org,google_cpc,none,none,web,,,F,60s,87,cmp_002,referral,ref_buddy
usr_1ae1ebd4f439,2025-06-05 10:57:25,2025-06-21 23:29:00,acoe@example.net,organic,none,none,ios,,,F,20s,27,cmp_003,google,sem24
usr_996f1d2e40cc,2025-06-05 08:29:00,2025-06-13 10:11:00,gimjieun@example.net,organic,none,none,android,,,M,40s,42,cmp_002,referral,ref_buddy
usr_d0c492eccaa7,2025-06-05 22:33:29,2025-07-19 18:10:00,tgim@example.com,facebook_ads,annual_pro,active,android,2025-06-16,,F,10s,18,cmp_003,google,sem24
usr_b5c879a74d27,2025-06-05 02:27:44,2025-06-19 09:52:00,wna@example.org,facebook_ads,none,none,web,,,M,40s,46,cmp_003,google,sem24
usr_2f0ac3d2ef73,2025-06-05 16:23:47,2025-06-18 23:23:00,wgim@example.org,facebook_ads,none,none,ios,,,M,20s,29,cmp_001,facebook,spring24
usr_03fc7c5b8924,2025-06-05 02:17:08,2025-06-13 04:39:00,jgim@example.org,facebook_ads,none,none,web,,,F,10s,10,cmp_002,referral,ref_buddy
usr_95c7490396ab,2025-06-05 22:24:45,2025-06-25 11:41:00,gimseoyeon@example.org,direct,annual_basic,active,android,2025-06-21,,M,50s,58,cmp_001,facebook,spring24
usr_90631f37e37f,2025-06-05 08:18:46,2025-06-19 12:37:00,cgim@example.org,direct,none,none,android,,,F,40s,48,cmp_002,referral,ref_buddy
usr_675c71497f27,2025-06-05 03:32:00,2025-07-21 19:27:00,jeongsiggim@example.net,google_cpc,none,none,android,,,F,60s,118,cmp_002,referral,ref_buddy
usr_d3fd9ddee3d5,2025-06-05 21:43:06,2025-06-13 20:47:00,gimseojun@example.net,facebook_ads,none,none,web,,,F,40s,46,cmp_003,google,sem24
usr_227201a408a0,2025-06-05 10:26:02,2025-06-16 11:52:00,seonghyeongim@example.org,facebook_ads,none,none,android,,,M,10s,19,cmp_001,facebook,spring24
usr_3439b47685d8,2025-06-05 01:19:51,2025-07-08 20:08:00,eunjeonggim@example.org,direct,monthly_pro,active,android,2025-06-26,,F,40s,46,cmp_001,facebook,spring24
usr_371f799f62cd,2025-06-05 15:39:18,2025-06-24 16:21:00,jangseoyeong@example.org,referral,none,none,web,,,F,20s,20,cmp_002,referral,ref_buddy
usr_cf8019b82a79,2025-06-05 09:16:10,2025-06-19 21:28:00,namseoyeong@example.com,direct,none,none,android,,,M,30s,35,cmp_001,facebook,spring24
usr_f15ec4c2b739,2025-06-05 06:24:09,2025-07-11 16:15:00,egim@example.com,referral,none,none,web,,,F,50s,54,cmp_001,facebook,spring24
usr_e62139af74aa,2025-06-05 02:52:59,2025-06-28 06:05:00,yeji64@example.net,referral,annual_pro,active,android,2025-06-13,,M,60s,78,cmp_001,facebook,spring24
usr_d40c10e5e94f,2025-06-05 18:40:49,2025-06-19 23:05:00,agim@example.org,google_cpc,none,none,ios,,,M,10s,19,cmp_001,facebook,spring24
usr_f55e8dbf3a43,2025-06-05 06:11:34,2025-06-30 11:09:00,gimhyeonsug@example.net,google_cpc,none,none,ios,,,F,20s,27,cmp_002,referral,ref_buddy
usr_f8b4870ff54e,2025-06-05 15:41:25,2025-06-18 23:56:00,sinhyeonji@example.com,google_cpc,none,none,android,,,M,20s,29,cmp_003,google,sem24
usr_197d0e61d839,2025-06-05 03:29:34,2025-06-15 23:02:00,hongjia@example.net,organic,none,none,android,,,F,40s,49,cmp_002,referral,ref_buddy
usr_d8724c4e1846,2025-06-05 23:53:22,2025-06-16 22:49:00,eunyeong48@example.com,direct,none,none,android,,,F,20s,22,cmp_002,referral,ref_buddy
usr_86d40701d2e2,2025-06-05 04:35:57,2025-07-10 07:21:00,jiweon56@example.com,referral,monthly_basic,active,android,2025-06-17,,M,40s,40,cmp_001,facebook,spring24
usr_7e86ec8b0307,2025-06-05 20:48:43,2025-06-25 16:36:00,sanghunjang@example.org,facebook_ads,none,none,android,,,F,30s,37,cmp_002,referral,ref_buddy
usr_9f7efb3bdf21,2025-06-05 13:02:54,2025-07-02 19:45:00,yunseojang@example.com,direct,none,none,ios,,,M,10s,13,cmp_003,google,sem24
usr_55e2a8a4eb3b,2025-06-05 15:34:14,2025-06-28 03:45:00,jaeho54@example.net,google_cpc,none,none,android,,,M,40s,41,cmp_003,google,sem24
usr_334a16807697,2025-06-05 17:57:58,2025-06-19 04:11:00,bagmyeongja@example.net,direct,none,none,ios,,,F,10s,19,cmp_001,facebook,spring24
usr_26a1b3c7b0a3,2025-06-05 12:47:59,2025-07-20 07:38:00,gimyeonghyi@example.net,referral,annual_pro,active,android,2025-06-19,,F,20s,20,cmp_001,facebook,spring24
usr_537fdabacab0,2025-06-05 03:59:16,2025-06-23 10:15:00,yeongho57@example.net,direct,none,none,ios,,,M,40s,42,cmp_001,facebook,spring24
usr_995f233c3214,2025-06-05 19:45:06,2025-06-25 02:14:00,isiu@example.org,facebook_ads,none,none,android,,,M,20s,28,cmp_001,facebook,spring24
usr_dbb13e867775,2025-06-05 05:15:29,2025-06-28 01:32:00,ogjagwag@example.org,facebook_ads,none,none,web,,,F,10s,12,cmp_001,facebook,spring24
usr_4c7bfc38656e,2025-06-05 13:51:45,2025-07-01 16:56:00,mhwang@example.net,google_cpc,none,none,web,,,F,50s,53,cmp_003,google,sem24
usr_7ac4e2a25027,2025-06-05 18:18:36,2025-06-22 09:21:00,yuhyeonji@example.net,facebook_ads,none,none,web,,,F,40s,45,cmp_001,facebook,spring24
usr_4969b1779ccc,2025-06-05 07:22:38,2025-07-20 04:32:00,yujin54@example.org,facebook_ads,annual_pro,active,android,2025-06-13,,M,40s,42,cmp_003,google,sem24
usr_091a763a6019,2025-06-05 09:27:35,2025-06-19 19:14:00,gimyeongho@example.net,facebook_ads,none,none,web,,,M,10s,11,cmp_003,google,sem24
usr_682c9d0ed152,2025-06-05 15:52:58,2025-06-21 16:25:00,gimeungyeong@example.net,direct,none,none,web,,,M,50s,56,cmp_003,google,sem24
usr_30c4de018473,2025-06-05 00:15:21,2025-07-11 22:18:00,useo@example.org,organic,annual_basic,active,android,2025-06-17,,F,60s,66,cmp_001,facebook,spring24
usr_1efb3fbbcdf8,2025-06-05 09:57:22,2025-06-22 06:21:00,bagsiu@example.org,facebook_ads,none,none,ios,,,M,50s,51,cmp_002,referral,ref_buddy
usr_b6d0dd3b3735,2025-06-05 19:17:04,2025-07-10 01:54:00,sanghohan@example.com,facebook_ads,annual_pro,active,ios,2025-06-20,,M,30s,35,cmp_001,facebook,spring24
usr_f222899434f5,2025-06-05 20:21:45,2025-06-16 19:15:00,wbae@example.net,google_cpc,none,none,ios,,,M,20s,26,cmp_003,google,sem24
usr_b99e0d3b1611,2025-06-05 23:58:01,2025-07-21 00:47:00,yejin56@example.com,organic,annual_pro,canceled,web,2025-06-18,2025-07-18,M,50s,53,cmp_003,google,sem24
usr_88302ad59e88,2025-06-05 06:57:25,2025-07-19 16:27:00,minjibag@example.org,referral,monthly_pro,active,android,2025-06-17,,M,50s,56,cmp_003,google,sem24
usr_54d4fdcd41e2,2025-06-05 17:17:00,2025-07-21 00:38:00,gimdonghyeon@example.com,google_cpc,monthly_basic,active,web,2025-06-13,,F,40s,40,cmp_002,referral,ref_buddy
usr_875aa4090897,2025-06-05 10:05:39,2025-06-13 10:12:00,bgim@example.net,facebook_ads,none,none,android,,,M,10s,12,cmp_001,facebook,spring24
usr_d1d74e0cd150,2025-06-05 18:14:41,2025-06-14 01:31:00,jeongja43@example.com,organic,none,none,web,,,M,20s,29,cmp_003,google,sem24
usr_0272ecd5916e,2025-06-05 20:16:01,2025-07-15 23:54:00,ijihye@example.com,facebook_ads,annual_pro,active,ios,2025-06-21,,F,60s,98,cmp_003,google,sem24
usr_ef76314f10f4,2025-06-05 04:12:56,2025-06-15 07:11:00,jeongjagim@example.net,google_cpc,none,none,android,,,F,40s,45,cmp_003,google,sem24
usr_ef1f3255add8,2025-06-05 03:35:22,2025-07-17 07:30:00,borami@example.net,referral,monthly_pro,active,web,2025-06-29,,M,30s,39,cmp_002,referral,ref_buddy
usr_e848293d63cf,2025-06-05 05:49:48,2025-07-13 23:37:00,gimseongsu@example.com,organic,annual_pro,active,ios,2025-06-18,,F,30s,35,cmp_003,google,sem24
usr_8a1c31e19f20,2025-06-05 19:18:43,2025-06-23 13:13:00,hyeonji19@example.com,google_cpc,none,none,ios,,,M,40s,49,cmp_003,google,sem24
usr_3633f43f3873,2025-06-05 16:46:53,2025-07-02 23:11:00,gimyeji@example.com,organic,none,none,web,,,M,30s,39,cmp_003,google,sem24
usr_d4357cc7682d,2025-06-05 10:07:16,2025-07-12 11:53:00,seominjae@example.com,direct,annual_pro,active,web,2025-06-19,,M,20s,20,cmp_001,facebook,spring24
usr_9fa5c9c13de1,2025-06-05 20:01:14,2025-06-15 22:02:00,ryuhyeonsug@example.net,facebook_ads,none,none,android,,,M,60s,84,cmp_002,referral,ref_buddy
usr_ddc8fbfd61d9,2025-06-05 14:39:14,2025-06-21 10:59:00,jiyeongbag@example.net,organic,none,none,ios,,,M,10s,19,cmp_003,google,sem24
usr_e763c0825a43,2025-06-05 09:38:40,2025-06-18 15:13:00,iseongho@example.org,google_cpc,none,none,web,,,F,30s,31,cmp_001,facebook,spring24
usr_92ad19d7a44d,2025-06-05 14:39:53,2025-06-24 09:43:00,agim@example.com,organic,monthly_basic,canceled,android,2025-06-15,2025-07-15,M,20s,27,cmp_003,google,sem24
usr_9206e1a82662,2025-06-05 02:35:58,2025-06-13 06:40:00,jeongsu81@example.org,organic,none,none,ios,,,M,10s,14,cmp_001,facebook,spring24
usr_05136660de71,2025-06-05 08:01:47,2025-06-13 15:04:00,eunju39@example.com,direct,none,none,web,,,F,50s,56,cmp_003,google,sem24
usr_0754f87c3c54,2025-06-05 13:28:51,2025-06-14 16:22:00,hyeonjun14@example.net,google_cpc,none,none,android,,,F,60s,63,cmp_002,referral,ref_buddy
usr_cf6a462828fe,2025-06-05 09:44:34,2025-06-17 15:38:00,ei@example.com,referral,none,none,ios,,,M,50s,54,cmp_003,google,sem24
usr_1edabd63cc41,2025-06-05 10:20:53,2025-06-14 00:03:00,junho10@example.net,google_cpc,none,none,ios,,,M,20s,27,cmp_003,google,sem24
usr_f8d048898cc2,2025-06-05 07:50:44,2025-06-14 19:21:00,mi@example.org,google_cpc,none,none,android,,,M,20s,22,cmp_001,facebook,spring24
usr_632262c168ab,2025-06-05 07:06:12,2025-06-28 02:34:00,egim@example.org,referral,none,none,android,,,F,30s,33,cmp_001,facebook,spring24
usr_0021f4affb59,2025-06-05 09:36:21,2025-07-06 14:54:00,lcoe@example.org,referral,monthly_pro,active,android,2025-06-13,,F,60s,106,cmp_001,facebook,spring24
usr_8050a42fa4f7,2025-06-05 03:49:05,2025-06-14 17:53:00,gujeongho@example.org,facebook_ads,none,none,web,,,F,50s,56,cmp_002,referral,ref_buddy
usr_feb8d6da1445,2025-06-05 23:44:28,2025-07-16 01:48:00,sgim@example.org,direct,annual_basic,active,web,2025-06-23,,M,10s,19,cmp_001,facebook,spring24
usr_ec0bf96cbbe8,2025-06-05 23:42:22,2025-06-14 08:11:00,jeongsig59@example.com,referral,none,none,web,,,F,10s,16,cmp_002,referral,ref_buddy
usr_de34623ec1d9,2025-06-05 00:12:15,2025-06-23 10:28:00,hgwag@example.org,referral,none,none,ios,,,M,60s,92,cmp_003,google,sem24
usr_1220851d1f35,2025-06-05 02:35:08,2025-06-14 22:59:00,gimeungyeong@example.org,direct,none,none,ios,,,F,30s,33,cmp_003,google,sem24
usr_f272c814bf6f,2025-06-05 22:40:24,2025-06-18 06:28:00,ohan@example.org,google_cpc,none,none,web,,,M,30s,35,cmp_003,google,sem24
usr_4b06e8cea09c,2025-06-05 18:31:03,2025-07-02 22:21:00,mijeong76@example.net,google_cpc,none,none,web,,,F,50s,50,cmp_001,facebook,spring24
usr_4bdcde3437f1,2025-06-05 19:18:14,2025-06-14 04:15:00,baegsanghun@example.com,google_cpc,none,none,ios,,,F,40s,46,cmp_002,referral,ref_buddy
usr_31e35553d384,2025-06-05 13:44:21,2025-07-10 16:53:00,aryu@example.org,google_cpc,monthly_basic,active,android,2025-06-16,,F,20s,26,cmp_003,google,sem24
usr_5bc88cfb5a87,2025-06-05 18:20:52,2025-06-15 14:28:00,jeongungi@example.org,organic,none,none,android,,,M,40s,40,cmp_002,referral,ref_buddy
usr_3debf1ff87f6,2025-06-05 06:49:48,2025-07-21 11:53:00,xgim@example.org,google_cpc,monthly_pro,active,web,2025-06-19,,M,50s,56,cmp_001,facebook,spring24
usr_5bc3abe22818,2025-06-05 07:54:29,2025-06-27 20:50:00,ygim@example.com,google_cpc,none,none,ios,,,F,50s,55,cmp_002,referral,ref_buddy
